clarity,cut,color,carat,x,price
VVS2,Very Good,G,0.7,5.61,2848
VVS2,Ideal,D,0.54,5.25,2848
SI2,Fair,D,0.75,5.74,2848
SI1,Good,E,0.79,5.86,2849
VS1,Very Good,E,0.74,5.75,2849
VS2,Very Good,E,0.7,5.74,2850
VS2,Ideal,F,0.7,5.69,2850
SI1,Ideal,J,0.75,5.83,2850
I1,Very Good,H,1.2,6.75,2850
SI1,Very Good,F,0.8,5.89,2851
VS1,Ideal,D,0.66,5.54,2851
SI2,Very Good,F,0.87,6.22,2851
SI1,Premium,H,0.86,6.04,2851
SI1,Ideal,F,0.74,5.85,2851
IF,Very Good,E,0.58,5.37,2852
VS1,Ideal,I,0.78,5.88,2852
SI1,Ideal,G,0.74,5.85,2852
SI1,Ideal,E,0.73,5.7,2852
SI1,Very Good,I,0.91,6.12,2852
VS2,Premium,F,0.71,5.67,2853
VS1,Good,G,0.71,5.64,2853
SI2,Ideal,D,0.79,5.9,2853
SI2,Premium,D,0.79,6.07,2853
SI1,Premium,E,0.71,5.73,2853
VS1,Premium,I,0.82,5.99,2853
VS1,Very Good,H,0.78,5.87,2854
VS1,Very Good,E,0.7,5.64,2854
I1,Premium,H,1.12,6.78,2854
VS2,Premium,E,0.73,5.86,2854
VS2,Fair,J,0.91,6.06,2854
VS2,Fair,J,0.91,6.04,2854
VS2,Good,J,0.91,6.12,2854
SI1,Fair,H,0.91,6.04,2854
VS1,Premium,E,0.7,5.91,2854
VVS2,Premium,F,0.68,5.67,2854
VS2,Very Good,F,0.73,5.7,2855
SI1,Good,J,1.03,6.38,2855
VS2,Premium,D,0.74,5.8,2855
SI2,Fair,E,0.98,6.82,2855
SI1,Fair,I,1.02,6.84,2856
SI2,Fair,G,1.0,5.96,2856
SI2,Ideal,H,1.02,6.49,2856
VVS2,Ideal,F,0.6,5.44,2856
SI2,Ideal,G,0.8,5.97,2856
I1,Ideal,F,0.97,6.43,2856
SI1,Fair,I,1.0,6.19,2856
VS1,Ideal,E,0.26,4.05,556
VS1,Ideal,E,0.26,4.09,556
SI1,Ideal,H,0.36,4.57,556
VS2,Good,G,0.34,4.6,556
SI1,Good,E,0.34,4.44,556
SI1,Good,E,0.34,4.44,556
SI1,Good,E,0.34,4.44,556
VS2,Very Good,G,0.34,4.54,556
SI1,Ideal,E,0.34,4.47,556
VS2,Good,E,0.32,4.34,556
VVS1,Ideal,I,0.31,4.36,557
VVS1,Ideal,I,0.31,4.36,557
VVS1,Ideal,I,0.31,4.37,557
VVS1,Ideal,I,0.31,4.37,557
VVS1,Ideal,I,0.31,4.33,557
VVS1,Ideal,I,0.31,4.36,557
VS2,Ideal,G,0.31,4.32,557
VS1,Ideal,H,0.31,4.35,557
VS1,Ideal,H,0.31,4.33,557
SI2,Premium,G,0.33,4.52,557
SI2,Premium,F,0.33,4.43,557
SI2,Premium,G,0.33,4.42,557
SI2,Ideal,G,0.33,4.45,557
SI2,Premium,F,0.33,4.42,557
VS1,Premium,J,0.33,4.41,557
VS1,Premium,J,0.33,4.46,557
VS1,Ideal,J,0.33,4.44,557
SI1,Ideal,I,0.33,4.39,557
SI1,Good,I,0.33,4.43,557
SI1,Premium,I,0.33,4.54,557
SI2,Fair,H,1.0,6.21,2856
SI1,Premium,F,0.77,5.92,2856
SI1,Premium,F,0.77,5.94,2856
VVS2,Good,E,0.7,5.68,2857
SI2,Very Good,G,0.9,6.08,2857
SI1,Ideal,E,0.72,5.76,2857
VS2,Premium,I,0.9,6.2,2857
SI1,Premium,E,0.72,5.76,2857
VVS2,Ideal,G,0.7,5.63,2858
SI1,Very Good,F,0.81,6.02,2858
SI1,Very Good,F,0.81,6.0,2858
VS2,Premium,E,0.71,5.76,2858
VS2,Premium,E,0.7,5.73,2858
VS2,Premium,E,0.71,5.76,2858
VS2,Very Good,E,0.71,5.68,2858
SI1,Premium,J,0.92,6.22,2858
SI1,Ideal,E,0.76,5.88,2858
SI1,Ideal,D,0.73,5.84,2858
VS2,Premium,D,0.71,5.74,2858
VVS2,Good,E,0.7,5.61,2858
SI2,Fair,G,0.9,6.06,2858
VS2,Fair,D,0.71,5.89,2858
VS2,Ideal,D,0.7,5.76,2859
VS2,Premium,D,0.7,5.72,2859
VS1,Premium,F,0.77,5.91,2859
VS1,Ideal,G,0.71,5.74,2859
VS2,Premium,D,0.7,5.8,2859
VS1,Fair,F,0.75,6.09,2859
SI2,Premium,E,0.83,6.17,2859
VS2,Very Good,F,0.71,5.68,2860
SI2,Very Good,J,0.9,6.07,2860
VVS2,Ideal,E,0.6,5.41,2860
VS1,Premium,D,0.71,5.66,2860
VVS1,Ideal,F,0.53,5.23,2860
SI1,Premium,D,0.71,5.95,2861
VVS2,Ideal,G,0.62,5.45,2861
VVS2,Ideal,G,0.62,5.48,2861
SI1,Premium,I,0.9,6.09,2861
IF,Fair,F,0.62,5.53,2861
SI2,Premium,E,0.82,6.01,2861
VS1,Premium,D,0.66,5.67,2861
SI1,Very Good,D,0.7,5.67,2862
SI1,Very Good,F,0.8,5.9,2862
SI2,Very Good,D,0.8,5.88,2862
SI1,Premium,F,0.79,5.97,2862
VVS1,Very Good,F,0.71,5.65,2862
VS2,Ideal,H,0.7,5.71,2862
VS2,Very Good,E,0.7,5.73,2862
VS1,Premium,H,0.79,6.07,2862
VS2,Premium,E,0.7,5.82,2862
I1,Premium,E,1.22,6.93,2862
SI2,Fair,E,1.01,6.21,2862
VS2,Premium,E,0.73,5.78,2862
VS2,Good,I,0.91,6.05,2863
SI1,Ideal,D,0.71,5.8,2863
SI1,Premium,G,0.83,6.01,2863
SI2,Premium,F,0.84,6.06,2863
SI1,Premium,D,0.71,5.82,2863
SI1,Premium,D,0.71,5.82,2863
SI1,Premium,D,0.71,5.8,2863
SI1,Ideal,D,0.71,5.75,2863
SI1,Premium,D,0.71,5.79,2863
SI1,Premium,D,0.71,5.79,2863
SI1,Premium,J,0.91,6.4,2863
VS2,Premium,J,0.9,6.24,2863
VVS2,Premium,H,0.71,5.74,2863
SI1,Premium,E,0.71,5.84,2863
VS2,Ideal,F,0.72,5.91,2863
SI1,Premium,E,0.72,5.78,2863
VS2,Ideal,E,0.71,5.79,2863
SI2,Ideal,E,0.81,6.07,2864
VS2,Very Good,I,0.83,6.05,2865
SI1,Premium,D,0.73,5.87,2865
VVS1,Very Good,D,0.56,5.25,2866
VVS1,Very Good,D,0.56,5.27,2866
VS1,Ideal,E,0.71,5.74,2866
VVS1,Ideal,H,0.7,5.66,2866
SI1,Premium,I,0.96,6.39,2866
VVS1,Very Good,H,0.71,5.67,2867
VS2,Ideal,D,0.7,5.68,2867
VVS1,Ideal,H,0.71,5.78,2867
VS2,Premium,H,0.8,6.05,2867
SI2,Premium,F,0.95,6.49,2867
SI2,Ideal,F,0.82,5.99,2867
VVS1,Ideal,F,0.52,5.21,2867
SI2,Ideal,F,0.82,6.12,2867
SI2,Ideal,F,0.82,6.02,2867
SI2,Premium,F,0.82,6.14,2867
SI1,Ideal,G,0.8,5.96,2867
SI2,Fair,F,0.96,6.07,2867
VS1,Ideal,I,0.72,5.72,2868
IF,Ideal,G,0.62,5.52,2868
SI2,Premium,E,0.79,5.96,2868
SI1,Very Good,E,0.75,5.78,2868
I1,Premium,D,1.08,6.55,2869
SI1,Ideal,E,0.72,5.77,2869
IF,Ideal,G,0.62,5.43,2869
VVS2,Ideal,G,0.73,5.84,2869
VVS2,Ideal,H,0.72,5.79,2869
VVS2,Premium,F,0.52,5.16,2870
SI2,Ideal,E,0.83,6.0,2870
VVS2,Premium,E,0.64,5.56,2870
SI1,Ideal,G,0.8,5.94,2870
SI1,Ideal,H,0.74,5.77,2870
SI1,Ideal,F,0.72,5.72,2870
VS2,Ideal,H,0.82,6.12,2870
VS1,Premium,E,0.73,5.81,2870
I1,Premium,I,1.04,6.47,2870
SI1,Very Good,E,0.73,5.76,2871
SI1,Good,E,0.73,5.7,2871
SI1,Premium,J,0.9,6.13,2871
SI1,Ideal,I,0.75,5.83,2871
SI1,Ideal,G,0.79,5.91,2871
SI1,Good,D,0.7,5.59,2872
SI1,Very Good,D,0.75,5.87,2872
I1,Ideal,I,1.02,6.44,2872
SI2,Very Good,G,0.7,5.79,2872
SI1,Ideal,D,0.7,5.63,2872
SI1,Good,E,0.7,5.66,2872
SI1,Ideal,D,0.7,5.71,2872
SI1,Ideal,D,0.7,5.72,2872
SI1,Very Good,D,0.7,5.75,2872
VS2,Very Good,E,0.72,5.89,2872
SI1,Ideal,E,0.74,5.74,2872
SI1,Good,G,0.84,5.88,2872
VS2,Very Good,F,0.76,5.8,2873
SI1,Very Good,E,0.77,5.8,2873
SI2,Ideal,E,0.76,5.78,2873
SI2,Ideal,I,1.0,6.45,2873
SI1,Fair,H,1.0,6.14,2873
SI1,Fair,I,0.9,6.03,2873
SI1,Premium,J,0.9,6.16,2873
SI1,Good,J,0.9,6.0,2873
SI1,Fair,I,0.9,5.98,2873
SI1,Fair,I,0.9,6.01,2873
SI1,Premium,J,0.9,6.26,2873
VS2,Premium,F,0.78,5.91,2874
VS2,Premium,D,0.71,5.69,2874
VS1,Premium,F,0.7,5.79,2874
VS1,Premium,F,0.7,5.71,2874
VVS2,Premium,G,0.7,5.67,2874
VS1,Ideal,F,0.7,5.77,2874
VS1,Ideal,F,0.7,5.75,2874
VS1,Ideal,F,0.7,5.69,2874
VVS2,Premium,G,0.7,5.68,2874
SI2,Fair,H,1.0,6.11,2875
SI1,Ideal,H,0.77,5.84,2875
VS1,Fair,J,1.0,6.3,2875
SI1,Fair,I,1.0,6.08,2875
SI2,Fair,H,1.0,6.17,2875
VS1,Premium,E,0.73,5.68,2876
VS2,Premium,E,0.79,6.04,2876
VS1,Very Good,H,0.72,5.74,2877
VS1,Ideal,E,0.71,5.75,2877
VS2,Ideal,G,0.74,5.8,2877
VVS1,Good,H,0.7,5.6,2877
VS1,Good,F,0.7,5.82,2877
SI1,Very Good,F,0.79,5.86,2878
SI1,Very Good,F,0.79,5.82,2878
SI2,Very Good,D,0.79,6.0,2878
VS2,Ideal,I,0.71,5.76,2878
SI1,Ideal,F,0.79,5.88,2878
SI1,Very Good,F,0.73,5.81,2879
IF,Premium,E,0.63,5.55,2879
VS1,Premium,F,0.7,5.73,2879
VS1,Premium,F,0.71,5.71,2879
SI2,Ideal,G,0.84,6.13,2879
SI2,Ideal,G,0.84,6.08,2879
SI2,Ideal,J,1.02,6.53,2879
VS1,Fair,F,0.72,5.93,2879
VS1,Ideal,F,0.72,5.76,2879
SI2,Very Good,J,0.92,6.34,2880
SI1,Very Good,D,0.74,5.72,2880
VVS1,Ideal,H,0.7,5.74,2881
VS2,Very Good,E,0.71,5.84,2881
I1,Premium,H,1.05,6.5,2881
IF,Very Good,H,0.7,5.62,2882
VVS1,Ideal,F,0.54,5.23,2882
VS2,Premium,F,0.73,5.87,2882
SI1,Fair,F,0.88,6.39,2882
VS2,Premium,F,0.73,5.97,2882
SI1,Ideal,D,0.72,5.75,2883
SI2,Good,H,0.9,6.09,2883
SI2,Fair,H,0.9,6.01,2883
SI2,Fair,I,1.03,6.32,2884
SI1,Very Good,F,0.84,5.95,2885
SI1,Premium,I,1.01,6.36,2885
SI2,Ideal,D,0.77,5.9,2885
SI1,Fair,E,0.8,6.22,2885
SI2,Fair,D,0.9,6.02,2885
SI1,Ideal,E,0.73,5.79,2886
SI1,Ideal,E,0.72,5.64,2886
SI1,Very Good,D,0.71,5.71,2887
VS1,Premium,E,0.7,5.66,2887
VS1,Ideal,I,0.79,5.93,2888
VVS2,Very Good,G,0.72,5.68,2889
VS2,Very Good,E,0.7,5.62,2889
VS1,Very Good,F,0.7,5.64,2889
SI2,Good,H,0.9,6.09,2889
VS1,Very Good,F,0.71,5.69,2889
VVS2,Ideal,E,0.5,5.08,2889
VVS2,Ideal,E,0.5,5.09,2889
SI1,Ideal,F,0.74,5.83,2889
VS2,Premium,F,0.77,5.94,2889
SI1,Premium,E,0.77,5.99,2889
SI1,Ideal,F,0.8,6.07,2890
SI1,Ideal,F,0.8,5.9,2890
SI1,Premium,F,0.8,5.97,2890
SI1,Good,F,0.8,5.87,2890
VVS1,Ideal,G,0.66,5.61,2890
VS2,Very Good,E,0.71,5.71,2891
VS2,Ideal,F,0.71,5.73,2891
VS2,Ideal,E,0.71,5.74,2891
VS2,Ideal,E,0.71,5.71,2891
SI1,Ideal,D,0.72,5.78,2891
VS2,Good,D,0.71,5.7,2891
SI2,Ideal,H,0.86,6.12,2892
I1,Fair,H,1.19,6.62,2892
VS1,Very Good,F,0.71,5.66,2893
SI2,Very Good,G,0.82,5.99,2893
VVS2,Ideal,G,0.71,5.73,2893
VS2,Ideal,F,0.75,5.78,2893
VVS1,Very Good,H,0.7,5.87,2893
SI2,Ideal,G,0.8,5.89,2893
SI2,Good,G,0.82,6.02,2893
SI1,Very Good,G,0.82,6.0,2893
SI1,Premium,G,0.82,6.09,2893
SI2,Very Good,E,0.81,5.91,2894
SI2,Ideal,G,0.81,5.96,2894
SI1,Ideal,F,0.76,5.88,2894
VS2,Very Good,G,0.71,5.75,2895
VS1,Very Good,F,0.7,5.66,2895
VVS2,Ideal,G,0.7,5.71,2895
VS1,Very Good,G,0.74,5.85,2896
VS2,Very Good,G,0.77,5.81,2896
VS2,Very Good,G,0.77,6.0,2896
VVS1,Ideal,F,0.53,5.18,2896
SI1,Ideal,D,0.79,5.91,2896
SI2,Ideal,E,0.73,5.82,2896
SI2,Ideal,D,0.77,5.83,2896
SI1,Premium,E,0.77,5.94,2896
I1,Very Good,I,1.01,6.39,2896
I1,Ideal,I,1.01,6.46,2896
VVS2,Very Good,D,0.6,5.48,2897
SI1,Premium,E,0.76,5.91,2897
VVS2,Ideal,D,0.54,5.3,2897
SI1,Ideal,E,0.72,5.69,2897
VS1,Good,F,0.72,5.82,2897
VS2,Premium,D,0.74,5.81,2897
SI2,Premium,J,1.12,6.68,2898
SI1,Ideal,D,0.75,5.83,2898
SI1,Ideal,D,0.77,5.92,2898
SI2,Good,H,0.98,6.51,2898
SI1,Ideal,G,0.79,5.98,2898
SI1,Ideal,G,0.79,5.9,2898
VVS1,Good,G,0.7,5.75,2899
SI1,Very Good,F,0.7,5.71,2900
VS1,Premium,D,0.72,5.68,2900
SI1,Premium,F,0.8,5.91,2901
SI2,Ideal,E,0.81,5.95,2901
SI2,Premium,E,0.81,5.97,2901
VS2,Ideal,E,0.74,5.81,2901
VS2,Premium,E,0.73,5.76,2902
VS2,Ideal,E,0.73,5.82,2902
SI1,Ideal,G,0.75,5.82,2902
VS2,Fair,E,0.71,5.62,2902
VS2,Premium,E,0.71,5.85,2902
SI1,Premium,D,0.75,5.78,2903
SI1,Ideal,D,0.75,5.83,2903
SI1,Ideal,D,0.72,5.78,2903
SI1,Premium,D,0.72,5.79,2903
VS2,Premium,E,0.72,5.8,2903
SI1,Very Good,F,0.79,5.91,2904
SI2,Very Good,D,0.79,5.85,2904
VS1,Very Good,E,0.7,5.83,2904
VVS2,Ideal,E,0.62,5.48,2904
VVS2,Very Good,G,0.7,5.78,2905
VVS2,Very Good,G,0.7,5.62,2905
VVS2,Very Good,G,0.7,5.59,2905
VS2,Very Good,G,0.71,5.65,2905
VS1,Very Good,I,0.86,6.1,2905
VVS1,Ideal,D,0.53,5.16,2905
SI1,Very Good,J,0.91,6.17,2905
SI2,Good,I,0.95,6.23,2905
SI1,Premium,J,0.91,6.19,2905
VS2,Very Good,D,0.74,5.74,2906
VS1,Ideal,I,0.8,5.92,2906
SI1,Good,E,0.74,5.74,2906
VVS2,Ideal,E,0.61,5.42,2907
VVS2,Ideal,E,0.61,5.42,2907
VVS2,Ideal,E,0.61,5.43,2907
VVS1,Ideal,H,0.72,5.68,2907
VS2,Ideal,F,0.7,5.69,2907
VS1,Ideal,F,0.71,5.7,2907
SI1,Ideal,G,0.79,5.98,2907
SI1,Ideal,E,0.72,5.7,2907
SI2,Ideal,G,0.33,4.46,557
SI2,Ideal,H,0.39,4.66,558
SI1,Ideal,D,0.32,4.41,558
VS1,Premium,F,0.25,4.05,558
VS1,Good,F,0.25,4.04,558
VS1,Premium,E,0.25,4.13,558
VS1,Premium,E,0.25,4.04,558
VS2,Premium,I,0.31,4.37,558
VS2,Premium,I,0.31,4.42,558
VS2,Very Good,I,0.31,4.4,558
VS2,Premium,I,0.31,4.35,558
SI1,Premium,H,0.31,4.47,558
SI1,Premium,H,0.31,4.34,558
SI2,Ideal,E,0.31,4.4,558
SI2,Ideal,E,0.31,4.44,558
SI2,Ideal,E,0.31,4.37,558
VS2,Premium,I,0.31,4.42,558
VS2,Ideal,I,0.31,4.4,558
VS2,Premium,I,0.31,4.44,558
VS2,Premium,I,0.31,4.38,558
VS2,Premium,I,0.31,4.34,558
VS2,Very Good,I,0.31,4.34,558
VS2,Premium,I,0.31,4.32,558
SI1,Premium,H,0.31,4.39,558
SI1,Premium,H,0.31,4.39,558
SI1,Good,H,0.31,4.31,558
SI1,Premium,H,0.31,4.35,558
SI1,Premium,H,0.31,4.32,558
SI1,Ideal,H,0.31,4.31,558
SI2,Premium,E,0.31,4.38,558
SI1,Very Good,H,0.82,5.9,2908
VS1,Ideal,I,0.73,5.8,2908
VS2,Premium,D,0.7,5.75,2909
VS2,Premium,D,0.7,5.71,2909
VS1,Ideal,H,0.71,5.76,2909
VS1,Ideal,H,0.71,5.7,2909
SI2,Ideal,I,0.9,6.19,2909
VS1,Very Good,D,0.71,5.6,2910
SI2,Premium,I,1.05,6.72,2911
VVS2,Ideal,E,0.59,5.39,2911
VS2,Ideal,G,0.71,5.76,2911
VS2,Good,F,0.77,5.89,2911
VS2,Good,E,0.73,5.68,2912
VS2,Good,E,0.7,5.69,2912
VS2,Good,E,0.73,5.75,2912
SI1,Premium,E,0.8,5.97,2912
SI2,Fair,H,1.0,6.3,2912
SI1,Fair,I,1.0,6.31,2912
SI2,Fair,H,1.0,6.25,2912
VS2,Very Good,D,0.7,5.72,2913
SI1,Premium,D,0.71,5.75,2913
SI2,Premium,G,0.71,5.7,2913
SI1,Premium,D,0.71,5.77,2913
SI1,Very Good,D,0.71,5.68,2913
SI1,Ideal,D,0.71,5.7,2913
SI1,Premium,D,0.71,5.8,2913
SI2,Premium,I,0.91,6.18,2913
SI1,Premium,E,0.83,6.05,2913
SI2,Ideal,G,0.85,6.1,2913
SI1,Very Good,F,0.8,5.86,2914
SI1,Ideal,E,0.73,5.76,2914
VS2,Very Good,I,0.83,6.03,2915
SI1,Very Good,G,0.77,5.79,2915
SI2,Very Good,G,0.8,5.94,2915
VS2,Ideal,F,0.71,5.74,2915
VS1,Very Good,H,0.73,5.8,2916
SI1,Ideal,I,0.93,6.22,2917
VS1,Premium,F,0.74,5.78,2917
VS2,Ideal,E,0.7,5.63,2917
VS2,Ideal,F,0.71,5.77,2917
VS2,Very Good,F,0.71,5.82,2918
VS2,Very Good,H,0.8,5.98,2918
VVS1,Ideal,H,0.71,5.7,2918
VS2,Ideal,I,0.72,5.75,2918
SI2,Very Good,D,0.83,5.95,2918
VS1,Very Good,G,0.72,5.8,2919
SI1,Very Good,H,0.8,5.92,2919
VVS2,Premium,G,0.73,5.79,2919
VS1,Good,F,0.7,5.61,2919
VS1,Ideal,H,0.73,5.79,2919
VVS2,Ideal,G,0.73,5.83,2919
VS1,Premium,E,0.71,5.87,2920
SI1,Ideal,F,0.72,5.78,2920
VS1,Premium,F,0.71,5.88,2920
VS1,Ideal,F,0.71,5.71,2920
VVS2,Very Good,H,0.74,5.79,2921
VS2,Very Good,E,0.71,5.77,2921
VS2,Very Good,E,0.71,5.75,2921
SI1,Very Good,D,0.71,5.76,2921
VVS2,Ideal,F,0.65,5.58,2921
VS2,Fair,I,0.9,6.04,2921
VS2,Very Good,E,0.71,5.6,2922
VS2,Very Good,E,0.71,5.62,2922
VS1,Very Good,F,0.68,5.79,2922
VVS1,Ideal,F,0.53,5.24,2922
SI2,Ideal,D,0.77,5.95,2922
VS2,Very Good,E,0.72,5.69,2923
VS2,Very Good,E,0.72,5.67,2923
SI1,Very Good,E,0.7,5.63,2923
SI1,Very Good,E,0.75,5.78,2923
SI1,Very Good,E,0.75,5.82,2923
SI1,Ideal,H,0.87,6.13,2923
VS1,Ideal,E,0.71,5.71,2923
SI2,Ideal,D,0.77,5.98,2923
SI1,Ideal,F,0.78,5.94,2923
SI1,Good,E,0.75,5.94,2923
VS2,Premium,I,0.9,6.35,2923
VS1,Ideal,I,0.7,5.71,2924
SI1,Very Good,D,0.8,6.07,2925
VS1,Very Good,F,0.7,5.55,2925
IF,Very Good,E,0.51,5.03,2925
IF,Ideal,I,0.71,5.74,2925
I1,Ideal,I,1.02,6.49,2925
I1,Premium,I,1.2,6.9,2925
SI2,Good,D,0.81,5.91,2926
SI1,Premium,F,0.81,6.03,2926
SI1,Premium,F,0.81,6.0,2926
VS1,Very Good,H,0.77,5.79,2927
SI1,Ideal,I,0.8,6.07,2927
SI2,Premium,H,0.9,6.32,2927
VS2,Very Good,F,0.7,5.72,2928
VS2,Very Good,D,0.7,5.67,2928
SI1,Very Good,E,0.74,5.82,2929
VS2,Very Good,G,0.8,6.01,2929
VS2,Ideal,G,0.7,5.68,2929
SI1,Ideal,E,0.7,5.78,2929
VS2,Very Good,E,0.71,5.74,2930
VS1,Premium,E,0.7,5.7,2930
VS1,Ideal,E,0.7,5.67,2930
VS2,Ideal,F,0.71,5.69,2930
VS1,Ideal,G,0.71,5.69,2930
VS1,Ideal,G,0.71,5.67,2930
SI2,Very Good,E,0.9,6.23,2930
SI2,Fair,E,0.9,6.08,2930
VVS1,Ideal,G,0.71,5.75,2930
VVS2,Very Good,G,0.7,5.72,2931
VS2,Very Good,F,0.72,5.69,2931
VS2,Ideal,F,0.72,5.71,2931
VVS1,Premium,G,0.7,5.71,2932
VVS2,Premium,F,0.7,5.8,2932
VVS2,Very Good,F,0.7,5.66,2932
VVS2,Very Good,G,0.72,5.67,2933
VVS2,Very Good,D,0.59,5.44,2933
VS2,Premium,F,0.73,5.84,2933
VS2,Ideal,F,0.75,5.81,2933
SI2,Good,D,0.75,5.98,2933
SI2,Good,H,0.9,6.0,2934
SI2,Ideal,D,0.71,5.77,2934
SI1,Premium,H,0.91,6.27,2935
I1,Fair,I,1.17,6.68,2935
VS1,Premium,H,0.8,5.92,2935
VVS2,Very Good,G,0.7,5.63,2936
SI1,Very Good,H,0.81,6.06,2936
VS2,Ideal,F,0.74,5.81,2936
SI2,Ideal,D,0.7,5.69,2936
SI2,Ideal,E,0.82,6.01,2937
SI1,Premium,E,0.76,6.12,2937
VS1,Premium,G,0.76,6.01,2937
SI2,Premium,G,0.95,6.35,2937
VVS1,Very Good,H,0.71,5.66,2938
VVS1,Very Good,H,0.71,5.65,2938
SI2,Ideal,E,0.81,6.1,2938
VS2,Very Good,F,0.73,5.73,2939
VS1,Very Good,G,0.73,5.76,2939
SI2,Very Good,F,0.83,5.99,2939
SI1,Premium,D,0.77,6.01,2939
SI2,Ideal,E,0.8,6.02,2939
VS2,Ideal,F,0.73,5.72,2939
SI2,Ideal,E,0.72,5.71,2939
VS2,Ideal,G,0.75,5.93,2939
SI2,Premium,E,0.8,6.03,2939
VS2,Ideal,I,0.81,6.02,2939
VS2,Premium,H,0.82,5.99,2939
VVS2,Good,F,0.7,5.59,2940
I1,Very Good,J,1.24,6.85,2940
VVS2,Very Good,F,0.7,5.6,2940
VS1,Ideal,F,0.7,5.92,2940
VS2,Fair,E,0.75,6.18,2940
I1,Good,H,1.0,6.67,2940
VS2,Ideal,E,0.75,5.84,2940
VS2,Ideal,E,0.7,5.73,2940
SI2,Very Good,E,0.79,6.04,2941
SI1,Good,F,0.8,5.83,2941
SI2,Very Good,F,0.81,5.92,2942
VS1,Premium,F,0.71,5.76,2942
SI2,Fair,G,1.03,6.3,2942
VS2,Ideal,F,0.7,5.78,2942
SI1,Premium,D,0.76,5.84,2942
SI2,Fair,G,1.01,6.27,2942
SI1,Ideal,D,0.73,5.82,2943
VS2,Ideal,F,0.72,5.77,2943
VVS2,Very Good,H,0.74,5.8,2944
SI1,Ideal,G,0.79,5.96,2944
VVS1,Very Good,D,0.57,5.39,2945
VS2,Very Good,H,0.79,5.89,2945
SI1,Very Good,D,0.78,5.86,2945
SI1,Good,G,0.85,5.95,2945
VS1,Very Good,E,0.71,5.64,2946
VS1,Very Good,E,0.71,5.69,2946
VVS1,Ideal,H,0.72,5.72,2946
VVS1,Ideal,H,0.72,5.7,2946
SI1,Ideal,I,0.77,5.9,2946
SI1,Ideal,E,0.79,5.9,2946
VS1,Very Good,H,0.78,5.92,2947
VS1,Ideal,E,0.76,5.82,2947
SI2,Ideal,H,0.92,6.37,2947
VS2,Premium,D,0.73,5.82,2947
VVS1,Ideal,H,0.7,5.69,2947
VVS1,Ideal,H,0.7,5.76,2947
VS1,Ideal,I,0.74,5.79,2947
VS1,Ideal,I,0.74,5.83,2947
SI1,Ideal,D,0.73,5.79,2947
VS2,Good,H,0.82,5.97,2947
SI1,Premium,I,0.9,6.26,2947
VS1,Ideal,G,0.73,5.8,2948
SI1,Ideal,E,0.7,5.68,2948
SI2,Premium,I,0.9,6.15,2948
SI2,Fair,I,0.9,5.92,2948
SI2,Premium,I,0.9,6.28,2948
SI2,Ideal,I,0.9,6.2,2948
SI2,Fair,E,1.0,6.28,2948
VS2,Very Good,E,0.72,5.66,2949
SI1,Ideal,E,0.76,5.84,2949
SI1,Ideal,D,0.77,5.81,2949
VS1,Ideal,H,0.72,5.72,2949
SI1,Fair,J,0.99,6.57,2949
VS1,Very Good,I,0.81,5.9,2950
VS1,Ideal,G,0.71,5.68,2950
VS2,Premium,D,0.71,5.72,2950
VVS1,Ideal,F,0.54,5.27,2951
VS1,Very Good,D,0.72,5.65,2951
SI1,Ideal,H,0.81,5.95,2951
SI1,Ideal,F,0.73,5.77,2951
SI1,Ideal,E,0.72,5.84,2951
VS2,Very Good,E,0.7,5.66,2952
VS2,Very Good,E,0.7,5.63,2952
VS2,Very Good,E,0.7,5.63,2952
VS1,Very Good,E,0.7,5.68,2952
VS2,Ideal,G,0.72,5.76,2952
VS2,Ideal,G,0.72,5.76,2952
VS2,Ideal,E,0.7,5.7,2952
VS2,Ideal,E,0.7,5.63,2952
VS2,Ideal,E,0.7,5.71,2952
IF,Ideal,I,0.74,5.79,2952
VS1,Good,E,0.7,5.69,2952
VS2,Very Good,H,0.8,6.02,2953
VS2,Premium,F,0.79,5.84,2953
VS1,Good,F,0.75,5.67,2953
VS2,Very Good,E,0.71,5.8,2954
SI1,Ideal,D,0.72,5.75,2954
VS2,Premium,E,0.72,5.75,2954
SI1,Premium,D,0.72,5.71,2954
SI1,Ideal,D,0.75,5.8,2954
SI1,Very Good,D,0.82,5.97,2954
VS2,Ideal,G,0.76,5.88,2954
VS1,Premium,I,0.89,6.14,2955
VS2,Very Good,F,0.7,5.67,2956
VS1,Very Good,H,0.74,5.81,2956
VS1,Very Good,H,0.74,5.75,2956
SI2,Good,I,0.95,6.13,2956
SI1,Very Good,J,0.91,6.14,2956
VS2,Ideal,F,0.7,5.75,2956
VVS2,Good,F,0.71,5.89,2956
VS1,Premium,D,0.7,5.78,2956
VS2,Ideal,F,0.72,5.75,2956
VS2,Ideal,F,0.72,5.75,2956
VVS1,Ideal,H,0.72,5.74,2958
VS1,Ideal,I,0.79,5.89,2958
VS1,Good,G,0.72,5.85,2958
SI2,Fair,F,0.98,6.46,2958
VVS1,Very Good,D,0.56,5.36,2959
VS1,Very Good,F,0.7,5.73,2959
VS2,Premium,G,0.79,5.92,2959
SI1,Ideal,I,0.82,6.0,2959
VVS2,Fair,G,0.74,5.7,2959
VVS2,Very Good,H,0.71,5.7,2960
VS2,Very Good,D,0.7,5.61,2960
